date,GDP,UNRATE,CPIAUCSL,RSAFS,INDPRO,Inflation_Level,GDP_Growth_Rate,GDP_Growth_Stage
2000-01-01,10002.179,4.0,169.3,268044.0,91.4092,High,,
2000-02-01,,4.1,170.0,272020.0,91.7245,High,0.0,Recession
2000-03-01,,4.0,171.0,275192.0,92.083,High,0.0,Recession
2000-04-01,10247.72,3.8,170.9,271046.0,92.6659,High,2.4548750827194654,Growth
2000-05-01,,4.0,171.2,271394.0,92.9347,High,0.0,Recession
2000-06-01,,4.0,172.2,273422.0,93.0018,High,0.0,Recession
2000-07-01,10318.165,4.0,172.7,272630.0,92.8373,High,0.6874212019844617,Stagnation
2000-08-01,,4.1,172.7,272918.0,92.591,High,0.0,Recession
2000-09-01,,3.9,173.6,277548.0,92.9827,High,0.0,Recession
2000-10-01,10435.744,3.9,173.9,276927.0,92.64,High,1.1395340159805478,Stagnation
2000-11-01,,3.9,174.2,276029.0,92.6604,High,0.0,Recession
2000-12-01,,3.9,174.6,275791.0,92.3457,High,0.0,Recession
2001-01-01,10470.231,4.2,175.6,278834.0,91.8908,High,0.33046996936680895,Stagnation
2001-02-01,,4.2,176.0,278773.0,91.2851,High,0.0,Recession
2001-03-01,,4.3,176.1,276450.0,91.0585,High,0.0,Recession
2001-04-01,10599.0,4.4,176.4,280808.0,90.7384,High,1.2298582524110424,Stagnation
2001-05-01,,4.3,177.3,281496.0,90.2607,High,0.0,Recession
2001-06-01,,4.5,177.7,280401.0,89.7811,High,0.0,Recession
2001-07-01,10598.02,4.6,177.4,279504.0,89.2352,High,-0.00924615529767081,Recession
2001-08-01,,4.9,177.4,281413.0,89.157,High,0.0,Recession
2001-09-01,,5.0,178.1,276084.0,88.6749,High,0.0,Recession
2001-10-01,10660.465,5.3,177.6,294540.0,88.4051,High,0.5892138342822539,Stagnation
2001-11-01,,5.5,177.5,287111.0,87.886,High,0.0,Recession
2001-12-01,,5.7,177.4,283705.0,87.8518,High,0.0,Recession
2002-01-01,10783.5,5.7,177.7,283508.0,88.4634,High,1.1541241399882551,Stagnation
2002-02-01,,5.7,178.0,285054.0,88.4578,High,0.0,Recession
2002-03-01,,5.7,178.5,284262.0,89.1265,High,0.0,Recession
2002-04-01,10887.46,5.9,179.3,288833.0,89.5507,High,0.9640654703945817,Stagnation
2002-05-01,,5.8,179.5,284951.0,89.9348,High,0.0,Recession
2002-06-01,,5.8,179.6,287372.0,90.6736,High,0.0,Recession
2002-07-01,10984.04,5.8,180.0,290385.0,90.6436,High,0.8870755897151472,Stagnation
2002-08-01,,5.7,180.5,292650.0,90.5505,High,0.0,Recession
2002-09-01,,5.7,180.8,288410.0,90.6373,High,0.0,Recession
2002-10-01,11061.433,5.7,181.2,289576.0,90.3988,High,0.7045950306080462,Stagnation
2002-11-01,,5.9,181.5,291484.0,90.8947,High,0.0,Recession
2002-12-01,,6.0,181.8,293947.0,90.3906,High,0.0,Recession
2003-01-01,11174.129,5.8,182.6,295248.0,91.1369,High,1.0188191710784666,Stagnation
2003-02-01,,5.9,183.6,291167.0,91.2505,High,0.0,Recession
2003-03-01,,5.9,183.9,296325.0,91.0006,High,0.0,Recession
2003-04-01,11312.766,6.0,183.2,295600.0,90.4311,High,1.2406962547147904,Stagnation
2003-05-01,,6.1,182.9,296410.0,90.4,High,0.0,Recession
2003-06-01,,6.3,183.1,299626.0,90.5196,High,0.0,Recession
2003-07-01,11566.669,6.2,183.7,302747.0,90.9869,High,2.244393634589459,Growth
2003-08-01,,6.1,184.5,307809.0,90.7933,High,0.0,Recession
2003-09-01,,6.1,185.1,305933.0,91.3819,High,0.0,Recession
2003-10-01,11772.234,6.0,184.9,304809.0,91.5049,High,1.777218661656188,Stagnation
2003-11-01,,5.8,185.0,308527.0,92.1265,High,0.0,Recession
2003-12-01,,5.7,185.5,307407.0,92.1732,High,0.0,Recession
2004-01-01,11923.447,5.7,186.3,309254.0,92.3268,High,1.2844885686098317,Stagnation
2004-02-01,,5.6,186.7,311393.0,92.8995,High,0.0,Recession
2004-03-01,,5.8,187.1,316912.0,92.5368,High,0.0,Recession
2004-04-01,12112.815,5.6,187.4,313512.0,92.8957,High,1.5881984463050003,Stagnation
2004-05-01,,5.6,188.2,318964.0,93.5845,High,0.0,Recession
2004-06-01,,5.6,188.9,314958.0,92.8651,High,0.0,Recession
2004-07-01,12305.307,5.5,189.1,318549.0,93.5502,High,1.5891599103924348,Stagnation
2004-08-01,,5.4,189.2,318977.0,93.6301,High,0.0,Recession
2004-09-01,,5.4,189.8,324569.0,93.7353,High,0.0,Recession
2004-10-01,12527.214,5.5,190.8,326740.0,94.5695,High,1.8033438743137342,Stagnation
2004-11-01,,5.4,191.7,327836.0,94.8015,High,0.0,Recession
2004-12-01,,5.4,191.7,331874.0,95.5415,High,0.0,Recession
2005-01-01,12767.286,5.3,191.6,328696.0,95.8785,High,1.916403759048113,Stagnation
2005-02-01,,5.4,192.4,333026.0,96.5709,High,0.0,Recession
2005-03-01,,5.2,193.1,333581.0,96.4345,High,0.0,Recession
2005-04-01,12922.656,5.2,193.7,336583.0,96.6347,High,1.2169383532255829,Stagnation
2005-05-01,,5.1,193.6,334522.0,96.7251,High,0.0,Recession
2005-06-01,,5.0,193.7,343998.0,97.1483,High,0.0,Recession
2005-07-01,13142.642,5.0,194.9,346576.0,96.8397,High,1.702328066304637,Stagnation
2005-08-01,,4.9,196.1,343307.0,97.1584,High,0.0,Recession
2005-09-01,,5.0,198.8,343956.0,95.2764,High,0.0,Recession
2005-10-01,13324.204,5.0,199.1,344097.0,96.4411,High,1.3814726141060607,Stagnation
2005-11-01,,5.0,198.1,347325.0,97.5016,High,0.0,Recession
2005-12-01,,4.9,198.1,347405.0,97.9723,High,0.0,Recession
2006-01-01,13599.16,4.7,199.3,357331.0,98.127,High,2.0635829352357637,Growth
2006-02-01,,4.8,199.4,354706.0,98.1687,High,0.0,Recession
2006-03-01,,4.7,199.7,355665.0,98.3913,High,0.0,Recession
2006-04-01,13753.424,4.7,200.7,357423.0,98.6826,High,1.1343641813170935,Stagnation
2006-05-01,,4.6,201.3,356704.0,98.7074,High,0.0,Recession
2006-06-01,,4.6,201.8,357879.0,99.0398,High,0.0,Recession
2006-07-01,13870.188,4.7,202.9,359006.0,98.9751,High,0.848981315489139,Stagnation
2006-08-01,,4.7,203.8,360691.0,99.4047,High,0.0,Recession
2006-09-01,,4.5,202.8,358961.0,99.2246,High,0.0,Recession
2006-10-01,14039.56,4.4,201.9,358462.0,99.1229,High,1.2211225976172635,Stagnation
2006-11-01,,4.5,202.0,359266.0,99.0963,High,0.0,Recession
2006-12-01,,4.4,203.1,363730.0,100.1125,High,0.0,Recession
2007-01-01,14215.651,4.6,203.437,363616.0,99.7546,High,1.2542487086489862,Stagnation
2007-02-01,,4.5,204.226,364006.0,100.7166,High,0.0,Recession
2007-03-01,,4.4,205.288,367158.0,100.8952,High,0.0,Recession
2007-04-01,14402.082,4.5,205.904,366187.0,101.5723,High,1.3114489093746018,Stagnation
2007-05-01,,4.4,206.755,370934.0,101.6269,High,0.0,Recession
2007-06-01,,4.6,207.234,368154.0,101.6547,High,0.0,Recession
2007-07-01,14564.117,4.7,207.603,369614.0,101.4953,High,1.125080387682842,Stagnation
2007-08-01,,4.6,207.667,371358.0,101.6943,High,0.0,Recession
2007-09-01,,4.7,208.547,372869.0,101.9428,High,0.0,Recession
2007-10-01,14715.058,4.7,209.19,375289.0,101.6446,High,1.0363896417475926,Stagnation
2007-11-01,,4.7,210.834,378860.0,102.2167,High,0.0,Recession
2007-12-01,,5.0,211.445,374298.0,102.2764,High,0.0,Recession
2008-01-01,14706.538,5.0,212.174,375236.0,102.1493,High,-0.05789987372118999,Recession
2008-02-01,,4.9,212.687,371833.0,101.7756,High,0.0,Recession
2008-03-01,,5.1,213.448,372745.0,101.4508,High,0.0,Recession
2008-04-01,14865.701,5.0,213.942,372572.0,100.7554,High,1.0822601485135364,Stagnation
2008-05-01,,5.4,215.208,376036.0,100.1336,High,0.0,Recession
2008-06-01,,5.6,217.463,376455.0,99.8728,High,0.0,Recession
2008-07-01,14898.999,5.8,219.016,375038.0,99.4194,High,0.22399212791917034,Stagnation
2008-08-01,,6.1,218.69,372284.0,97.8491,High,0.0,Recession
2008-09-01,,6.1,218.877,366729.0,93.5576,High,0.0,Recession
2008-10-01,14608.209,6.5,216.995,352950.0,94.4985,High,-1.9517418586308954,Recession
2008-11-01,,6.8,213.153,339350.0,93.2617,High,0.0,Recession
2008-12-01,,7.3,211.398,332091.0,90.6266,High,0.0,Recession
2009-01-01,14430.902,7.8,211.933,336929.0,88.3712,High,-1.2137490639680837,Recession
2009-02-01,,8.3,212.705,335576.0,87.843,High,0.0,Recession
2009-03-01,,8.7,212.495,329747.0,86.4689,High,0.0,Recession
2009-04-01,14381.236,9.0,212.709,331352.0,85.7903,High,-0.3441642109412113,Recession
2009-05-01,,9.4,213.022,334256.0,84.9436,High,0.0,Recession
2009-06-01,,9.5,214.79,339883.0,84.6746,High,0.0,Recession
2009-07-01,14448.882,9.5,214.726,340517.0,85.6853,High,0.47037681601218573,Stagnation
2009-08-01,,9.6,215.445,346668.0,86.6393,High,0.0,Recession
2009-09-01,,9.8,215.861,338507.0,87.3821,High,0.0,Recession
2009-10-01,14651.249,10.0,216.509,341654.0,87.5809,High,1.400572030417302,Stagnation
2009-11-01,,9.9,217.234,344375.0,87.9388,High,0.0,Recession
2009-12-01,,9.9,217.347,346072.0,88.2404,High,0.0,Recession
2010-01-01,14764.61,9.8,217.488,345889.0,89.1897,High,0.7737292568026133,Stagnation
2010-02-01,,9.8,217.281,346724.0,89.5046,High,0.0,Recession
2010-03-01,,9.9,217.353,354119.0,90.1356,High,0.0,Recession
2010-04-01,14980.193,9.9,217.403,357354.0,90.4607,High,1.4601333865235766,Stagnation
2010-05-01,,9.6,217.29,354068.0,91.7014,High,0.0,Recession
2010-06-01,,9.4,217.199,353647.0,91.9033,High,0.0,Recession
2010-07-01,15141.607,9.4,217.605,354717.0,92.2549,High,1.077516157502112,Stagnation
2010-08-01,,9.5,217.923,356448.0,92.5936,High,0.0,Recession
2010-09-01,,9.5,218.275,359359.0,92.8533,High,0.0,Recession
2010-10-01,15309.474,9.4,219.035,363469.0,92.6033,High,1.108647186523859,Stagnation
2010-11-01,,9.8,219.59,367051.0,92.6686,High,0.0,Recession
2010-12-01,,9.3,220.472,369139.0,93.5916,High,0.0,Recession
2011-01-01,15351.448,9.1,221.187,371841.0,93.3889,High,0.274170098855131,Stagnation
2011-02-01,,9.0,221.898,375017.0,93.0045,High,0.0,Recession
2011-03-01,,9.0,223.046,378506.0,93.9684,High,0.0,Recession
2011-04-01,15557.539,9.1,224.093,380335.0,93.6571,High,1.3424857381531652,Stagnation
2011-05-01,,9.0,224.806,380024.0,93.7723,High,0.0,Recession
2011-06-01,,9.1,224.806,383142.0,94.0493,High,0.0,Recession
2011-07-01,15647.68,9.0,225.395,382837.0,94.4958,High,0.5794039789969396,Stagnation
2011-08-01,,9.0,226.106,383691.0,95.0974,High,0.0,Recession
2011-09-01,,9.0,226.597,387567.0,95.0244,High,0.0,Recession
2011-10-01,15842.259,8.8,226.75,389853.0,95.6891,High,1.2435006339597932,Stagnation
2011-11-01,,8.6,227.169,391274.0,95.6778,High,0.0,Recession
2011-12-01,,8.5,227.223,391510.0,96.1809,High,0.0,Recession
2012-01-01,16068.805,8.3,227.842,395469.0,96.7595,High,1.4300107074376234,Stagnation
2012-02-01,,8.3,228.329,400300.0,97.0662,High,0.0,Recession
2012-03-01,,8.2,228.807,401569.0,96.5609,High,0.0,Recession
2012-04-01,16207.115,8.2,229.187,399972.0,97.251,High,0.8607360659364405,Stagnation
2012-05-01,,8.2,228.713,399180.0,97.4595,High,0.0,Recession
2012-06-01,,8.2,228.524,395595.0,97.4768,High,0.0,Recession
2012-07-01,16319.541,8.2,228.59,397407.0,97.6714,High,0.6936829904643727,Stagnation
2012-08-01,,8.1,229.918,402211.0,97.2734,High,0.0,Recession
2012-09-01,,7.8,231.015,405357.0,97.2217,High,0.0,Recession
2012-10-01,16420.419,7.8,231.638,405437.0,97.5311,High,0.6181423852545942,Stagnation
2012-11-01,,7.7,231.249,407308.0,97.9084,High,0.0,Recession
2012-12-01,,7.9,231.221,408665.0,98.1884,High,0.0,Recession
2013-01-01,16648.189,8.0,231.679,412115.0,98.1736,High,1.3871144213798425,Stagnation
2013-02-01,,7.7,232.937,417013.0,98.6434,High,0.0,Recession
2013-03-01,,7.5,232.282,414024.0,99.047,High,0.0,Recession
2013-04-01,16728.687,7.6,231.797,411770.0,98.9445,High,0.48352406378857626,Stagnation
2013-05-01,,7.5,231.893,414325.0,99.0383,High,0.0,Recession
2013-06-01,,7.5,232.445,415442.0,99.2221,High,0.0,Recession
2013-07-01,16953.838,7.3,232.9,418110.0,98.8987,High,1.3458976188627236,Stagnation
2013-08-01,,7.2,233.456,417377.0,99.4897,High,0.0,Recession
2013-09-01,,7.2,233.544,417654.0,100.021,High,0.0,Recession
2013-10-01,17192.019,7.2,233.669,419247.0,99.9037,High,1.4048795322923358,Stagnation
2013-11-01,,6.9,234.1,420513.0,100.1582,High,0.0,Recession
2013-12-01,,6.7,234.719,422794.0,100.374,High,0.0,Recession
2014-01-01,17197.738,6.6,235.288,419015.0,99.9899,High,0.03326543554891259,Stagnation
2014-02-01,,6.7,235.547,424793.0,100.7471,High,0.0,Recession
2014-03-01,,6.7,236.028,429132.0,101.7435,High,0.0,Recession
2014-04-01,17518.508,6.2,236.468,433530.0,101.8273,High,1.8651871542641363,Stagnation
2014-05-01,,6.3,236.918,434248.0,102.2392,High,0.0,Recession
2014-06-01,,6.1,237.231,435438.0,102.5774,High,0.0,Recession
2014-07-01,17804.228,6.2,237.498,436150.0,102.7954,High,1.6309608101328976,Stagnation
2014-08-01,,6.1,237.46,439518.0,102.6322,High,0.0,Recession
2014-09-01,,5.9,237.477,438459.0,102.9417,High,0.0,Recession
2014-10-01,17912.079,5.7,237.43,440095.0,102.9611,High,0.605760609221595,Stagnation
2014-11-01,,5.8,236.983,441249.0,103.5978,High,0.0,Recession
2014-12-01,,5.6,236.252,438509.0,103.6151,High,0.0,Recession
2015-01-01,18063.529,5.7,234.747,436125.0,102.7923,High,0.8455188255924728,Stagnation
2015-02-01,,5.5,235.342,435450.0,102.1366,High,0.0,Recession
2015-03-01,,5.4,235.976,441895.0,101.7869,High,0.0,Recession
2015-04-01,18279.784,5.4,236.222,442967.0,101.2255,High,1.1971913129488865,Stagnation
2015-05-01,,5.6,237.001,446114.0,100.7675,High,0.0,Recession
2015-06-01,,5.3,237.657,446572.0,100.4588,High,0.0,Recession
2015-07-01,18401.626,5.2,238.034,450143.0,101.0893,High,0.6665396046255267,Stagnation
2015-08-01,,5.1,238.033,450168.0,100.9165,High,0.0,Recession
2015-09-01,,5.0,237.498,448090.0,100.633,High,0.0,Recession
2015-10-01,18435.137,5.0,237.733,446905.0,100.1563,High,0.1821089071150528,Stagnation
2015-11-01,,5.1,238.017,448738.0,99.4366,High,0.0,Recession
2015-12-01,,5.0,237.761,450598.0,98.9471,High,0.0,Recession
2016-01-01,18525.933,4.8,237.652,447376.0,99.4391,High,0.49251600354258684,Stagnation
2016-02-01,,4.9,237.336,451898.0,98.9232,High,0.0,Recession
2016-03-01,,5.0,238.08,450462.0,98.1635,High,0.0,Recession
2016-04-01,18711.702,5.1,238.992,452238.0,98.4775,High,1.002751116502476,Stagnation
2016-05-01,,4.8,239.557,453898.0,98.2549,High,0.0,Recession
2016-06-01,,4.9,240.222,458711.0,98.7315,High,0.0,Recession
2016-07-01,18892.639,4.8,240.101,457894.0,98.8452,High,0.9669724325451323,Stagnation
2016-08-01,,4.9,240.545,458375.0,98.7427,High,0.0,Recession
2016-09-01,,5.0,241.176,461400.0,98.6552,High,0.0,Recession
2016-10-01,19089.379,4.9,241.741,462362.0,98.7237,High,1.0413579595735856,Stagnation
2016-11-01,,4.7,242.026,462231.0,98.3443,High,0.0,Recession
2016-12-01,,4.7,242.637,467852.0,99.0406,High,0.0,Recession
2017-01-01,19280.084,4.7,243.618,473019.0,98.8158,High,0.9990110207356517,Stagnation
2017-02-01,,4.6,244.006,472945.0,98.4356,High,0.0,Recession
2017-03-01,,4.4,243.892,472149.0,99.0492,High,0.0,Recession
2017-04-01,19438.643,4.4,244.193,473986.0,100.0416,High,0.8223978692209144,Stagnation
2017-05-01,,4.4,244.004,471630.0,100.128,High,0.0,Recession
2017-06-01,,4.3,244.163,473546.0,100.337,High,0.0,Recession
2017-07-01,19692.595,4.3,244.243,473552.0,100.0865,High,1.3064286431928362,Stagnation
2017-08-01,,4.4,245.183,474449.0,99.6323,High,0.0,Recession
2017-09-01,,4.3,246.435,484163.0,99.7482,High,0.0,Recession
2017-10-01,20037.088,4.2,246.626,484848.0,100.9893,High,1.7493529928381601,Stagnation
2017-11-01,,4.2,247.284,490013.0,101.2493,High,0.0,Recession
2017-12-01,,4.1,247.805,492579.0,101.4871,High,0.0,Recession
2018-01-01,20328.553,4.0,248.859,490426.0,101.4852,High,1.4546275386922547,Stagnation
2018-02-01,,4.1,249.529,493334.0,101.7319,High,0.0,Recession
2018-03-01,,4.0,249.577,493022.0,102.1943,High,0.0,Recession
2018-04-01,20580.912,4.0,250.227,494498.0,103.3551,High,1.241401687567234,Stagnation
2018-05-01,,3.8,250.792,500930.0,102.381,High,0.0,Recession
2018-06-01,,4.0,251.018,499218.0,103.2256,High,0.0,Recession
2018-07-01,20798.73,3.8,251.214,502255.0,103.3561,High,1.0583496008340187,Stagnation
2018-08-01,,3.8,251.663,501962.0,104.0585,High,0.0,Recession
2018-09-01,,3.7,252.182,500033.0,104.1038,High,0.0,Recession
2018-10-01,20917.867,3.8,252.772,505622.0,103.9297,High,0.5728090128579888,Stagnation
2018-11-01,,3.8,252.594,507278.0,104.0126,High,0.0,Recession
2018-12-01,,3.9,252.767,496973.0,104.0451,High,0.0,Recession
2019-01-01,21111.6,4.0,252.561,500208.0,103.3598,High,0.9261603967555487,Stagnation
2019-02-01,,3.8,253.319,500928.0,102.8251,High,0.0,Recession
2019-03-01,,3.8,254.277,508944.0,102.8361,High,0.0,Recession
2019-04-01,21397.938,3.7,255.233,509564.0,102.2748,High,1.3563064855340201,Stagnation
2019-05-01,,3.6,255.296,512930.0,102.4176,High,0.0,Recession
2019-06-01,,3.6,255.213,513716.0,102.5425,High,0.0,Recession
2019-07-01,21717.171,3.7,255.802,518274.0,102.0057,High,1.4918867416103376,Stagnation
2019-08-01,,3.6,256.036,521348.0,102.7814,High,0.0,Recession
2019-09-01,,3.5,256.43,518188.0,102.4601,High,0.0,Recession
2019-10-01,21933.217,3.6,257.155,519795.0,101.5878,High,0.994816497968376,Stagnation
2019-11-01,,3.6,257.879,523120.0,102.1494,High,0.0,Recession
2019-12-01,,3.6,258.63,524954.0,101.9421,High,0.0,Recession
2020-01-01,21727.657,3.6,258.906,525411.0,101.3372,High,-0.937208618325347,Recession
2020-02-01,,3.5,259.246,525380.0,101.6718,High,0.0,Recession
2020-03-01,,4.4,258.15,477676.0,97.606,High,0.0,Recession
2020-04-01,19935.444,14.8,256.126,408312.0,84.6812,High,-8.248533194352248,Recession
2020-05-01,,13.2,255.848,484978.0,86.0108,High,0.0,Recession
2020-06-01,,11.0,257.004,526970.0,91.6745,High,0.0,Recession
2020-07-01,21684.551,10.2,258.408,535644.0,95.0037,High,8.77385524997587,Growth
2020-08-01,,8.4,259.366,540423.0,95.9294,High,0.0,Recession
2020-09-01,,7.8,259.951,551131.0,95.8914,High,0.0,Recession
2020-10-01,22068.767,6.8,260.249,549271.0,96.5256,High,1.7718420824115677,Stagnation
2020-11-01,,6.7,260.895,544421.0,96.9529,High,0.0,Recession
2020-12-01,,6.7,262.005,549300.0,98.2039,High,0.0,Recession
2021-01-01,22656.793,6.4,262.518,570510.0,98.8135,High,2.664516780661108,Growth
2021-02-01,,6.2,263.583,555489.0,95.5072,High,0.0,Recession
2021-03-01,,6.1,264.91,616348.0,98.1929,High,0.0,Recession
2021-04-01,23368.861,6.1,266.752,622705.0,98.3317,High,3.142845503333147,Growth
2021-05-01,,5.8,268.452,615543.0,99.1867,High,0.0,Recession
2021-06-01,,5.9,270.664,622125.0,99.6483,High,0.0,Recession
2021-07-01,23921.991,5.4,271.994,612647.0,100.0668,High,2.3669531861223447,Growth
2021-08-01,,5.1,272.789,616892.0,100.0412,High,0.0,Recession
2021-09-01,,4.7,273.887,620529.0,98.9955,High,0.0,Recession
2021-10-01,24777.038,4.5,276.434,630562.0,100.3542,High,3.5743136932038677,Growth
2021-11-01,,4.1,278.799,637775.0,101.2684,High,0.0,Recession
2021-12-01,,3.9,280.808,632515.0,101.1948,High,0.0,Recession
2022-01-01,25215.491,4.0,282.39,644034.0,101.2146,High,1.7695940894952855,Stagnation
2022-02-01,,3.8,284.535,650522.0,101.8458,High,0.0,Recession
2022-03-01,,3.6,287.553,664167.0,102.6732,High,0.0,Recession
2022-04-01,25805.791,3.7,288.764,673245.0,102.9024,High,2.3410212396815844,Growth
2022-05-01,,3.6,291.359,671040.0,102.9659,High,0.0,Recession
2022-06-01,,3.6,294.996,675702.0,102.8224,High,0.0,Recession
2022-07-01,26272.011,3.5,294.977,671067.0,103.0505,High,1.806648747949624,Stagnation
2022-08-01,,3.6,295.209,675107.0,103.1703,High,0.0,Recession
2022-09-01,,3.5,296.341,673312.0,103.5326,High,0.0,Recession
2022-10-01,26734.277,3.6,297.863,681748.0,103.4442,High,1.7595379356380336,Stagnation
2022-11-01,,3.6,298.648,673674.0,103.1058,High,0.0,Recession
2022-12-01,,3.5,298.812,666734.0,101.8266,High,0.0,Recession
2023-01-01,27164.359,3.4,300.356,693826.0,102.7476,High,1.6087287492382973,Stagnation
2023-02-01,,3.6,301.509,686434.0,102.8003,High,0.0,Recession
2023-03-01,,3.5,301.744,679067.0,102.8143,High,0.0,Recession
2023-04-01,27453.815,3.4,303.032,683698.0,103.2241,High,1.0655727234351486,Stagnation
2023-05-01,,3.7,303.365,686672.0,102.9809,High,0.0,Recession
2023-06-01,,3.6,304.003,688810.0,102.3809,High,0.0,Recession
2023-07-01,27967.697,3.5,304.628,690641.0,103.0722,High,1.8718054303199727,Stagnation
2023-08-01,,3.8,306.187,696238.0,103.0951,High,0.0,Recession
2023-09-01,,3.8,307.288,702109.0,103.3081,High,0.0,Recession
2023-10-01,28296.967,3.8,307.531,698956.0,102.5781,High,1.1773225374974494,Stagnation
2023-11-01,,3.7,308.024,700707.0,102.8868,High,0.0,Recession
2023-12-01,,3.7,308.742,703256.0,102.6309,High,0.0,Recession
2024-01-01,28624.069,3.7,309.685,695631.0,101.483,High,1.1559613438429706,Stagnation
2024-02-01,,3.9,311.054,700519.0,102.7267,High,0.0,Recession
2024-03-01,,3.8,312.23,703738.0,102.5186,High,0.0,Recession
2024-04-01,29016.714,3.9,313.207,702681.0,102.3568,High,1.3717302036967638,Stagnation
2024-05-01,,4.0,313.225,704309.0,102.9797,High,0.0,Recession
2024-06-01,,4.1,313.049,702350.0,103.2768,High,0.0,Recession
2024-07-01,29354.321,4.3,313.534,710851.0,102.5381,High,1.1634914966594856,Stagnation
2024-08-01,,4.2,314.121,710038.0,103.0449,High,0.0,Recession
2024-09-01,,4.1,314.686,716026.0,102.5497,High,0.0,Recession
2024-10-01,,4.1,315.454,718867.0,102.2805,High,0.0,Recession
